"Order #%s","Order #%s"
"Order ID %s","Order ID %s"
"Order Status","Order Status"
"Order Total","Order Total"
"Order","Order"
"POP3","POP3"
"POP3/IMAP Gateway","POP3/IMAP Gateway"
"Password","Password"
"Paste template","Paste template"
"Pattern can't be empty","Pattern can't be empty"
"Pattern has been succesfully saved","Pattern has been succesfully saved"
"Pattern has been successfully deleted","Pattern has been successfully deleted"
"Pattern","Pattern"
"Patterns List","Patterns List"
"Please confirm your inquiry.","Please confirm your inquiry."
"Please select item(s)","Please select item(s)"
"Please select template","Please select template"
"Please specify title","Please specify title"
"Please specify title<br/>","Please specify title<br/>"
"Port","Port"
"Post Reply to '%s' [#%s]","Post Reply to '%s' [#%s]"
"Post a reply","Post a reply"
"Postponed","Postponed"
"Primary for store","Primary for store"
"Priority","Priority"
"Product Questions","Product Questions"
"Product question on product %s from %s <%s>","Product question on product %s from %s <%s>"
"Quick responses","Quick responses"
"Quote","Quote"
"Refresh","Refresh"
"Rejected Emails List","Rejected Emails List"
"Rejected Emails","Rejected Emails"
"Rejected by Pattern","Rejected by Pattern"
"Reorder","Reorder"
"Replies","Replies"
"Reply in a ticket, notification for customer","Reply in a ticket, notification for customer"
"Reply in a ticket, notification for support","Reply in a ticket, notification for support"
"Reply","Reply"
"Reports","Reports"
"Reset","Reset"
"SSL","SSL"
"Save And Continue Edit","Save And Continue Edit"
"Save Message","Save Message"
"Save and email","Save and email"
"Save department","Save department"
"Save email gateway","Save email gateway"
"Save template","Save template"
"Save","Save"
"Scope","Scope"
"Select Date","Select Date"
"Send carbon copy to","Send carbon copy to"
"Sender","Sender"
"Server address","Server address"
"Service name of template","Service name of template"
"Set status to","Set status to"
"Ship to","Ship to"
"Show departments selector on frontend","Show departments selector on frontend"
"Show priority selector on frontend","Show priority selector on frontend"
"Start typing name or email above, then click ""Find customer""","Start typing name or email above, then click ""Find customer"""
"Status History","Status History"
"Status "%s" cannot be added because status with the same name is already exists!","Status "%s" cannot be added because status with the same name is already exists!"
"Status change history","Status change history"
"Status was successfully changed","Status was successfully changed"
"Status","Status"
"Status(es) "%s" cannot be deleted because used in tickets","Status(es) "%s" cannot be deleted because used in tickets"
"Status(es) "%s" was successfully deleted","Status(es) "%s" was successfully deleted"
"Store View","Store View"
"Subject","Subject"
"Submit Comment &amp; create ticket","Submit Comment &amp; create ticket"
"Submit ticket","Submit ticket"
"Submit","Submit"
"Succeed","Succeed"
"TLS","TLS"
"Telephone","Telephone"
"Telephone:","Telephone:"
"Template details","Template details"
"Template does not exist","Template does not exist"
"Template was successfully deleted","Template was successfully deleted"
"Template was successfully saved","Template was successfully saved"
"Test connection","Test connection"
"This email is already use for department or another gateway! Please use other email for gateway.","This email is already use for department or another gateway! Please use other email for gateway."
"This email is already use for department! Please use other email for gateway.","This email is already use for department! Please use other email for gateway."
"This email is already use for gateway! Please use other email for department.","This email is already use for gateway! Please use other email for department."
"This email template will be used to sent notification about new ticket to customer when admin creates ticket","This email template will be used to sent notification about new ticket to customer when admin creates ticket"
"This email template will be used to sent notification about new ticket to customer","This email template will be used to sent notification about new ticket to customer"
"This email template will be used to sent notification about new ticket to department","This email template will be used to sent notification about new ticket to department"
"This email template will be used to sent notification about reassigned ticket to new department","This email template will be used to sent notification about reassigned ticket to new department"
"This email template will be used to sent notification about reply in ticket to customer","This email template will be used to sent notification about reply in ticket to customer"
"This email template will be used to sent notification about reply in ticket to department","This email template will be used to sent notification about reply in ticket to department"
"This will be used as ""From"" address in emails sent to department/customer","This will be used as ""From"" address in emails sent to department/customer"
"Ticket #%s (%s)","Ticket #%s (%s)"
"Ticket #%s","Ticket #%s"
"Ticket Information","Ticket Information"
"Ticket Options","Ticket Options"
"Ticket Reassign Template","Ticket Reassign Template"
"Ticket Reply Admin Template","Ticket Reply Admin Template"
"Ticket Reply Customer Template","Ticket Reply Customer Template"
"Ticket Thread","Ticket Thread"
"Ticket auto-expiration, days","Ticket auto-expiration, days"
"Ticket created","Ticket created"
"Ticket details","Ticket details"
"Ticket has been locked by %s at %s","Ticket has been locked by %s at %s"
"Ticket has been successfully deleted","Ticket has been successfully deleted"
"Ticket information","Ticket information"
"Ticket not %d found","Ticket not %d found"
"Ticket not found for message #","Ticket not found for message #"
"Ticket options saved","Ticket options saved"
"Ticket reassignation, notification for support","Ticket reassignation, notification for support"
"Ticket reply saved","Ticket reply saved"
"Ticket","Ticket"
"Tickets History","Tickets History"
"Title","Title"
"To do","To do"
"To","To"
"Total Tickets","Total Tickets"
"Total of %d record(s) were successfully deleted","Total of %d record(s) were successfully deleted"
"Total of %d record(s) were successfully updated","Total of %d record(s) were successfully updated"
"Total","Total"
"Track Order","Track Order"
"Type","Type"
"Unable to post reply. Please, try again later.","Unable to post reply. Please, try again later."
"Unable to post ticket. Please, try again later.","Unable to post ticket. Please, try again later."
"Unknown department/customer","Unknown department/customer"
"Unlock","Unlock"
"Uploaded file is too large","Uploaded file is too large"
"Urgent","Urgent"
"Use SSL/TLS","Use SSL/TLS"
"Use email gateways","Use email gateways"
"Use email notifications","Use email notifications"
"Use template","Use template"
"Username","Username"
"View Order","View Order"
"View order","View order"
"View tickets","View tickets"
"View","View"
"Visibility","Visibility"
"Visible for Customer","Visible for Customer"
"Visible on","Visible on"
"Waiting for customer","Waiting for customer"
"Wrong pattern syntax. Allowed format: /.*/imsxADSUX","Wrong pattern syntax. Allowed format: /.*/imsxADSUX"
"XML","XML"
"Yes","Yes"
"You have no departments configured yet. Please configure at least one active department <a href="%s">here</a>","You have no departments configured yet. Please configure at least one active department <a href="%s">here</a>"
"You have placed no orders.","You have placed no orders."
"You have submitted no tickets","You have submitted no tickets"
"Your inquiry was submitted and will be responded to as soon as possible. Thank you for contacting us.","Your inquiry was submitted and will be responded to as soon as possible. Thank you for contacting us."
"Your ticket has been submitted. Thank you.","Your ticket has been submitted. Thank you."
"Your ticket reply has been submitted. Thank you.","Your ticket reply has been submitted. Thank you."
"Ticket Reassign Template Sending to Customer","Ticket Reassign Template Sending to Customer"
"Ticket reassignation, notification for customer","Ticket reassignation, notification for customer"
"Send email to customer on department reassign","Send email to customer on department reassign"
"Show departments selector on the contact form","Show departments selector on the contact form"
"AW Help Desk Ultimate Reassignation For Customer","AW Help Desk Ultimate Reassignation For Customer"
"If No is selected, customers won't be able to choose the department when submitting a ticket from the contact form. In that case, ticket will be sent to primary department (if specified).","If No is selected, customers won't be able to choose the department when submitting a ticket from the contact form. In that case, ticket will be sent to primary department (if specified)."
"You can view the ticket and reply from web interface from %s here %s.","You can view the ticket and reply from web interface from %s here %s."
"Close Ticket","Close Ticket"
"Add comment to order","Add comment to order"
"Sort Order","Sort Order"
"Email Templates","Email Templates"
"Department Information","Department Information"
"View customer","View customer"
"Allowed Departments","Allowed Departments"
"Help Desk Departments","Help Desk Departments"
